Random Forest (0),Logistic Regression (0),Naive Bayes (0),Selected,v1,v2,Logistic Regression,Tree,Naive Bayes,Neural Network,SVM,AdaBoost,Random Forest,Logistic Regression (1),Tree (1),Tree (0),Naive Bayes (1),Neural Network (1),Neural Network (0),SVM (1),SVM (0),AdaBoost (1),AdaBoost (0),Random Forest (1),Fold,Selected (1),Selected (2)
0.08389999999999999,0.0015521103494173945,3.63991216066296e-05,No,1,Umma my life and vava umma love you lot dear,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999636008783933,0.999094121861787,0.0009058781382129148,0.7060431796062075,0.29395682039379256,0.9999999999999998,2.220446049250318e-16,0.9161,1,No,No
0.013085714285714286,0.0056535246497783215,6.367598318564466e-06,No,1,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",1,1,1,1,0,1,1,0.9943464753502217,0.9354768153980753,0.06452318460192476,0.9999936324016814,0.9999999994779416,5.220583767099626e-10,0.1064723275662797,0.8935276724337203,0.9999999999999998,2.220446049250318e-16,0.9869142857142859,1,No,No
0.016158730158730157,0.005734132231734734,3.33311312048964e-07,No,1,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",1,1,1,1,1,1,1,0.9942658677682653,0.9354768153980753,0.06452318460192476,0.999999666688688,0.9999999999961388,3.8612582990598336e-12,0.5818711232429291,0.41812887675707083,0.9999999999999998,2.220446049250318e-16,0.9838412698412701,1,No,No
0.8862333333333335,0.9998141271833357,1.0,No,0,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),0,0,0,0,0,0,0,0.00018587281666426758,0.0,1.0,5.440200482524686e-21,2.4710539796912734e-05,0.9999752894602031,0.10082689402114907,0.8991731059788508,2.220446049250318e-16,0.9999999999999998,0.11376666666666667,1,No,No
0.008757142857142856,0.0015521103494173945,0.00036982325584642784,No,1,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9996301767441537,0.9999638031655139,3.6196834486087196e-05,0.10647521419086849,0.8935247858091313,0.9999999999999998,2.220446049250318e-16,0.9912428571428572,1,No,No
0.0,0.0008739758508817109,7.579391457537943e-07,No,1,I'm home.,1,1,1,1,1,1,1,0.9991260241491183,0.9354768153980753,0.06452318460192476,0.9999992420608542,0.9875328820869171,0.012467117913082847,0.6927899813231434,0.3072100186768568,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.0036492063492063486,0.0007355128178317809,2.2686044568662532e-06,No,1,I know you are. Can you pls open the back?,1,1,1,1,1,1,1,0.9992644871821682,0.9354768153980753,0.06452318460192476,0.9999977313955432,0.9999349312480036,6.506875199642213e-05,0.7876756640228787,0.2123243359771214,0.9999999999999998,2.220446049250318e-16,0.9963507936507938,1,No,No
0.0,0.0015521103494173945,2.0086467663361802e-05,No,1,The wine is flowing and i'm i have nevering..,1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999799135323366,0.972700589855289,0.027299410144711083,0.11309905869934683,0.886900941300653,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.017726190476190475,0.002111552212147995,0.005270661792661353,No,1,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,1,1,1,1,1,1,1,0.997888447787852,0.9354768153980753,0.06452318460192476,0.9947293382073387,0.999999848788257,1.512117430501318e-07,0.45253973895578126,0.5474602610442186,0.9999999999999998,2.220446049250318e-16,0.9822738095238098,1,No,No
0.462754761904762,0.9999993697487481,0.9999999963115279,No,0,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",0,1,0,1,0,1,1,6.302512518541192e-07,0.9354768153980753,0.06452318460192476,3.6884720438902273e-09,0.6107664318294538,0.3892335681705462,0.1063196269372276,0.8936803730627725,0.9999999999999998,2.220446049250318e-16,0.5372452380952379,1,No,No
0.037938095238095236,0.0013047736938901142,0.00012224991965077643,No,1,Great escape. I fancy the bridge but needs her lager. See you tomo,1,1,1,1,0,1,1,0.9986952263061099,0.9354768153980753,0.06452318460192476,0.9998777500803492,0.999907719385522,9.228061447793863e-05,0.10658738318895092,0.8934126168110491,0.9999999999999998,2.220446049250318e-16,0.9620619047619049,1,No,No
0.02922142857142857,4.7141228289412346e-05,2.193632040358182e-05,No,1,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",1,1,1,1,1,1,1,0.9999528587717106,1.0,0.0,0.9999780636795964,0.9999999999958428,4.15725209774564e-12,0.49354556231543295,0.506454437684567,0.9999999999999998,2.220446049250318e-16,0.9707785714285715,1,No,No
0.13505,0.0015521103494173945,0.010293069164534535,No,1,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,1,1,1,1,0,0,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9897069308354655,0.9999996364410018,3.6355899820709656e-07,0.10647235354967674,0.8935276464503232,2.220446049250318e-16,0.9999999999999998,0.86495,1,No,No
0.0,0.0010905760096963815,1.2199614422768443e-06,No,1,Lol no. U can trust me.,1,1,1,1,1,1,1,0.9989094239903036,0.9354768153980753,0.06452318460192476,0.9999987800385578,0.9998592823001514,0.00014071769984859287,0.6848577535450263,0.31514224645497396,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.08635,0.0006831223805819594,0.0001044744164898997,No,1,Have you got Xmas radio times. If not i will get it now,1,1,1,1,1,1,1,0.999316877619418,0.9354768153980753,0.06452318460192476,0.9998955255835101,0.9822205075836953,0.017779492416304686,0.7771199483188369,0.22288005168116337,0.9999999999999998,2.220446049250318e-16,0.91365,1,No,No
0.0,0.00047986544415170473,7.914894323366714e-07,No,1,Did u got that persons story,1,1,1,1,1,1,1,0.9995201345558483,0.9354768153980753,0.06452318460192476,0.9999992085105677,0.9999141700799163,8.582992008369873e-05,0.7602978380208003,0.23970216197919977,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.0,0.0008276868464302693,5.518475512112999e-06,No,1,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,1,1,1,1,0,1,1,0.9991723131535697,0.9354768153980753,0.06452318460192476,0.9999944815244879,0.9994524470092723,0.0005475529907277809,0.1064723472651017,0.8935276527348983,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.0005,0.0015521103494173945,3.9141374076573165e-07,No,1,K:)k:)good:)study well.,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999996085862592,0.9999970961120003,2.903887999738602e-06,0.7359181207933887,0.2640818792066113,0.9999999999999998,2.220446049250318e-16,0.9995,1,No,No
0.014910317460317462,0.0015521103494173945,2.1673764634404358e-05,No,1,I have to take exam with march 3,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999783262353655,0.9995306759027786,0.000469324097221392,0.8049000720319984,0.19509992796800155,0.9999999999999998,2.220446049250318e-16,0.9850896825396828,1,No,No
0.0011428571428571427,0.0015521103494173945,5.81612478379861e-06,No,1,Where are you?when wil you reach here?,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999941838752162,0.9970223516790867,0.0029776483209133313,0.8009040265631386,0.1990959734368614,0.9999999999999998,2.220446049250318e-16,0.9988571428571429,1,No,No
0.043468253968253955,0.00268604419270734,4.6333053035240816e-05,No,1,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",1,1,1,1,1,1,1,0.9973139558072927,0.9354768153980753,0.06452318460192476,0.9999536669469649,0.9999999875317053,1.2468294684766802e-08,0.4850200674460631,0.514979932553937,0.9999999999999998,2.220446049250318e-16,0.9565317460317462,1,No,No
0.15449206349206349,0.00417771054043715,0.0002003023427227467,No,1,Tomarrow final hearing on my laptop case so i cant.,1,1,1,1,0,1,1,0.9958222894595629,0.9354768153980753,0.06452318460192476,0.9997996976572773,0.9999651799155226,3.482008447746992e-05,0.11068570335571586,0.889314296644284,0.9999999999999998,2.220446049250318e-16,0.8455079365079364,1,No,No
0.0,0.0011735670222556378,6.914855022897936e-07,No,1,Too late. I said i have the website. I didn't i have or dont have the slippers,1,1,1,1,1,1,1,0.9988264329777443,0.9354768153980753,0.06452318460192476,0.9999993085144977,0.9999958641816316,4.135818368492567e-06,0.790026588162621,0.20997341183737872,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.0035515873015873013,0.0015521103494173945,7.568889502682859e-06,No,1,Mmm so yummy babe ... Nice jolt to the suzy,1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999924311104973,0.9987632135700302,0.0012367864299698097,0.10678226286077713,0.8932177371392228,0.9999999999999998,2.220446049250318e-16,0.9964484126984128,1,No,No
0.004373809523809524,0.0015521103494173945,2.058997052498061e-06,No,1,Why you Dint come with us.,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999979410029476,0.9989109682997328,0.0010890317002671451,0.8483098560880045,0.1516901439119954,0.9999999999999998,2.220446049250318e-16,0.9956261904761905,1,No,No
0.04195476190476191,0.0006831223805819594,4.824234168174778e-06,No,1,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",1,1,1,1,0,1,1,0.999316877619418,0.9354768153980753,0.06452318460192476,0.9999951757658317,0.999999897681466,1.0231853401998513e-07,0.11278271991541235,0.8872172800845878,0.9999999999999998,2.220446049250318e-16,0.958045238095238,1,No,No
0.001,0.0010905760096963815,1.236254920956131e-06,No,1,Jos ask if u wana meet up?,1,1,1,1,0,1,1,0.9989094239903036,0.9354768153980753,0.06452318460192476,0.999998763745079,0.9997928100682955,0.00020718993170459185,0.11394938700552103,0.8860506129944792,0.9999999999999998,2.220446049250318e-16,0.999,1,No,No
0.12595317460317465,0.002287854567388122,0.03097114375539216,No,1,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",1,1,1,1,0,1,1,0.9977121454326119,0.9354768153980753,0.06452318460192476,0.9690288562446078,0.9999999999951488,4.85122808945903e-12,0.1124342215425067,0.8875657784574933,0.9999999999999998,2.220446049250318e-16,0.8740468253968253,1,No,No
0.0,0.0004823522724702507,2.0017181589613594e-06,No,1,K.k:)advance happy pongal.,1,1,1,1,1,1,1,0.9995176477275297,0.9354768153980753,0.06452318460192476,0.9999979982818411,0.9999990885559916,9.114440083261987e-07,0.7422028393815204,0.2577971606184795,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.05540952380952381,0.0015521103494173945,3.542079195526398e-05,No,1,"I'd say that's a good sign but, well, you know my track record at reading women",1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999645792080446,0.9999996420067531,3.57993246969032e-07,0.5981815522549362,0.4018184477450637,0.9999999999999998,2.220446049250318e-16,0.944590476190476,1,No,No
0.3420246198246198,0.8764614972162367,0.9999984813155682,No,0,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,0,0,0,0,0,0,1,0.12353850278376333,0.15625,0.84375,1.5186844317904201e-06,0.14699643969343146,0.8530035603065685,0.10647226421548737,0.8935277357845126,2.220446049250318e-16,0.9999999999999998,0.6579753801753803,1,No,No
0.09220714285714282,0.0032783231189525033,0.15195348495969468,No,1,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,1,1,1,1,0,1,1,0.9967216768810475,0.9354768153980753,0.06452318460192476,0.8480465150403053,0.999999346631931,6.533680689792038e-07,0.10647237103548585,0.8935276289645142,0.9999999999999998,2.220446049250318e-16,0.9077928571428572,1,No,No
0.48028888888888904,0.9999571801761943,0.9999999996082413,No,0,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,0,1,0,0,0,0,1,4.281982380571758e-05,0.9354768153980753,0.06452318460192476,3.9175882387131876e-10,0.02628453598478997,0.97371546401521,0.10647226351893513,0.8935277364810648,2.220446049250318e-16,0.9999999999999998,0.5197111111111109,1,No,No
0.0137,0.00781894986088095,0.0001913257353051321,No,1,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,1,1,1,1,1,1,1,0.9921810501391191,0.9354768153980753,0.06452318460192476,0.9998086742646948,0.999999963288678,3.671132202616582e-08,0.6419087469417232,0.3580912530582767,0.9999999999999998,2.220446049250318e-16,0.9863000000000001,1,No,No
0.001,0.0015521103494173945,2.6587376897143913e-06,No,1,Wat uniform? In where get?,1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999973412623102,0.998431748040353,0.0015682519596470384,0.11407139161179204,0.8859286083882078,0.9999999999999998,2.220446049250318e-16,0.999,1,No,No
0.0019999999999999996,0.0015521103494173945,1.4541882985203834e-05,No,1,Keep my payasam there if rinu brings,1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999854581170149,0.9785608720578364,0.021439127942163662,0.1066441328278571,0.8933558671721429,0.9999999999999998,2.220446049250318e-16,0.998,1,No,No
0.022435714285714288,0.0015521103494173945,1.4290826031712158e-05,No,1,Mm that time you dont like fun,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999857091739683,0.9996378526363819,0.0003621473636180584,0.7236479118845255,0.27635208811547446,0.9999999999999998,2.220446049250318e-16,0.9775642857142858,1,No,No
0.0,0.0010905760096963815,1.927135817237882e-08,No,1,Yup having my lunch buffet now.. U eat already?,1,1,1,1,0,1,1,0.9989094239903036,0.9354768153980753,0.06452318460192476,0.9999999807286417,0.9999995378594351,4.621405649494589e-07,0.11393337569337168,0.8860666243066283,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.0,0.0015521103494173945,1.5200513861995339e-05,No,1,The hair cream has not been shipped.,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.999984799486138,0.996321530240991,0.003678469759008991,0.6771320051889642,0.3228679948110359,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.053446825396825395,0.006560300571496553,0.00641270449701826,No,1,Yes:)from last week itself i'm taking live call.,1,1,1,1,1,1,1,0.9934396994285034,0.9354768153980753,0.06452318460192476,0.9935872955029817,0.9999445362107189,5.5463789281164935e-05,0.6017414549781077,0.39825854502189223,0.9999999999999998,2.220446049250318e-16,0.9465531746031742,1,No,No
0.08903809523809525,0.00028675588243382266,0.6041311491412082,No,1,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,1,1,0,1,0,1,1,0.9997132441175661,0.9354768153980753,0.06452318460192476,0.3958688508587917,0.9999999999999951,4.8682400255071386e-15,0.10647236492401957,0.8935276350759808,0.9999999999999998,2.220446049250318e-16,0.910961904761905,1,No,No
0.0035,0.0015521103494173945,1.9963626361253363e-05,No,1,Does she usually take fifteen fucking minutes to respond to a yes or no question,1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999800363736387,0.9999970350035899,2.9649964100380795e-06,0.11422296752905362,0.8857770324709466,0.9999999999999998,2.220446049250318e-16,0.9965,1,No,No
0.799349206349206,0.9975468112623915,1.0,No,0,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,0,1,0,0,0,0,0,0.0024531887376084693,0.9354768153980753,0.06452318460192476,1.2979833794058639e-23,4.962135211439289e-05,0.9999503786478856,0.09395180594168649,0.9060481940583135,2.220446049250318e-16,0.9999999999999998,0.20065079365079375,1,No,No
0.022930158730158735,2.870076195232111e-06,4.6280963354018184e-05,No,1,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,1,1,1,1,0,1,1,0.9999971299238047,0.9354768153980753,0.06452318460192476,0.999953719036646,0.9999999694366102,3.056338982030526e-08,0.11101265759033248,0.8889873424096677,0.9999999999999998,2.220446049250318e-16,0.9770698412698414,1,No,No
0.019,0.0015521103494173945,2.382807723647973e-06,No,1,But i have to. I like to have love and arrange.,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999976171922763,0.9980004729899619,0.001999527010038107,0.7646571621662178,0.23534283783378238,0.9999999999999998,2.220446049250318e-16,0.981,1,No,No
0.0,0.0011244864270659157,1.553037067508667e-07,No,1,Ok i am on the way to railway,1,1,1,1,1,1,1,0.9988755135729341,0.9354768153980753,0.06452318460192476,0.9999998446962933,0.9999280874158808,7.191258411923491e-05,0.7856444649413568,0.21435553505864322,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.021473809523809513,0.0015521103494173945,2.6189207436813982e-05,No,1,There are many company. Tell me the language.,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999738107925632,0.9751866376336543,0.024813362366345643,0.43553412804078073,0.5644658719592194,0.9999999999999998,2.220446049250318e-16,0.9785261904761906,1,No,No
0.0009,0.0015521103494173945,8.658473372757989e-07,No,1,Love you aathi..love u lot..,1,1,1,1,1,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999991341526627,0.999990990912087,9.009087913028384e-06,0.7993744964795448,0.20062550352045505,0.9999999999999998,2.220446049250318e-16,0.9991,1,No,No
0.0,0.0015521103494173945,2.0840866214409206e-06,No,1,Tension ah?what machi?any problem?,1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999979159133785,0.9996127340111204,0.0003872659888795861,0.11832497541112305,0.8816750245888769,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.05779523809523806,0.015407501083339778,2.3220531349573456e-05,No,1,I think i've fixed it can you send a test message?,1,1,1,1,0,1,1,0.9845924989166602,0.9354768153980753,0.06452318460192476,0.9999767794686505,0.999412555741725,0.0005874442582749172,0.2659238078640941,0.7340761921359057,0.9999999999999998,2.220446049250318e-16,0.9422047619047621,1,No,No
0.8534944444444448,0.9630660348401466,0.9999999999999999,No,0,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",0,0,0,0,0,0,0,0.036933965159853366,0.2348993288590604,0.7651006711409396,7.692895229296521e-17,0.00015739027463013144,0.9998426097253699,0.18617807477378057,0.8138219252262192,2.220446049250318e-16,0.9999999999999998,0.1465055555555555,1,No,No
0.08284761904761907,0.00018744679881828655,0.2822684838214708,No,1,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",1,1,1,1,1,1,1,0.9998125532011817,0.9354768153980753,0.06452318460192476,0.7177315161785293,0.9999999999803362,1.9663809386979536e-11,0.5290872217590928,0.4709127782409072,0.9999999999999998,2.220446049250318e-16,0.917152380952381,1,No,No
0.9775528860028861,0.9998867305514035,1.0,No,0,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,0,0,0,0,0,0,0,0.0001132694485964647,0.15625,0.84375,5.840894922876933e-26,2.6277010490849406e-06,0.9999973722989509,0.10632402752875794,0.8936759724712422,2.220446049250318e-16,0.9999999999999998,0.022447113997114007,1,No,No
0.02682142857142857,0.0018248110486771582,0.00011758589901855038,No,1,What Today-sunday..sunday is holiday..so no work..,1,1,1,1,1,1,1,0.9981751889513228,0.9354768153980753,0.06452318460192476,0.9998824141009816,0.999993631937644,6.368062356027187e-06,0.7708402700711211,0.22915972992887895,0.9999999999999998,2.220446049250318e-16,0.9731785714285714,1,No,No
0.02175,0.0006831223805819594,8.742580794234424e-06,No,1,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,1,1,1,1,0,1,1,0.999316877619418,0.9354768153980753,0.06452318460192476,0.9999912574192058,0.9999999579390721,4.206092780661735e-08,0.10647648615591096,0.8935235138440891,0.9999999999999998,2.220446049250318e-16,0.9782499999999998,1,No,No
0.0,0.0015521103494173945,2.2566536512595674e-06,No,1,O. Well uv causes mutations. Sunscreen is like essential thesedays,1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999977433463487,0.9977331974220216,0.0022668025779783553,0.1064722666717174,0.8935277333282828,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.002338095238095238,0.0015521103494173945,3.0584812086006205e-06,No,1,Geeeee ... I love you so much I can barely stand it,1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9999969415187914,0.9905176103994892,0.009482389600510791,0.11271843168099008,0.8872815683190101,0.9999999999999998,2.220446049250318e-16,0.9976619047619047,1,No,No
0.022299999999999997,0.0008639324741318878,7.297289552941848e-06,No,1,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",1,1,1,1,0,1,1,0.9991360675258681,0.9354768153980753,0.06452318460192476,0.999992702710447,0.9999999988487963,1.1512036555596112e-09,0.10664595925598853,0.8933540407440113,0.9999999999999998,2.220446049250318e-16,0.9777,1,No,No
0.10078751803751805,0.19187708091563696,0.004639472115403936,No,1,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",1,0,1,1,0,1,1,0.8081229190843631,0.15625,0.84375,0.9953605278845962,0.9999999450067538,5.4993246141755305e-08,0.10647233512101964,0.8935276648789805,0.9999999999999998,2.220446049250318e-16,0.8992124819624822,1,No,No
0.0,0.0014810552218892333,5.090462945826134e-08,No,1,Huh so early.. Then Ì_ having dinner outside izzit?,1,1,1,1,0,1,1,0.9985189447781108,0.9354768153980753,0.06452318460192476,0.9999999490953705,0.9999940208809656,5.979119034467886e-06,0.11505444800711198,0.884945551992888,0.9999999999999998,2.220446049250318e-16,1.0,1,No,No
0.1738563492063493,0.0015521103494173945,0.016146313783487878,No,1,"\Pete can you please ring meive hardly gotany credit\""""",1,1,1,1,0,1,1,0.9984478896505826,0.9354768153980753,0.06452318460192476,0.9838536862165121,0.8821983532343586,0.11780164676564145,0.10648354286320719,0.8935164571367927,0.9999999999999998,2.220446049250318e-16,0.826143650793651,1,No,No
0.004666666666666667,0.0003791170141140999,1.7775008827949217e-07,No,1,Good words.... But words may leave u in dismay many times.,1,1,1,1,0,1,1,0.9996208829858859,0.9354768153980753,0.06452318460192476,0.9999998222499117,0.999999950628393,4.9371606987487435e-08,0.11568464073391023,0.8843153592660897,0.9999999999999998,2.220446049250318e-16,0.9953333333333334,1,No,No
0.02074603174603175,0.0014562818604530235,7.660888276436772e-06,No,1,Please dont say like that. Hi hi hi,1,1,1,1,1,1,1,0.998543718139547,0.9354768153980753,0.06452318460192476,0.9999923391117236,0.9999879396358776,1.2060364122389295e-05,0.7022684615539246,0.2977315384460751,0.9999999999999998,2.220446049250318e-16,0.9792539682539683,1,No,No
0.001257142857142857,0.0014377881915651378,1.964855548515194e-06,No,1,Ya very nice. . .be ready on thursday,1,1,1,1,1,1,1,0.9985622118084349,0.9354768153980753,0.06452318460192476,0.9999980351444515,0.9999917157586417,8.284241358293554e-06,0.8429335296601043,0.15706647033989568,0.9999999999999998,2.220446049250318e-16,0.9987428571428572,1,No,No
